FID_,MAPBLKLOT,BLKLOT,BLOCK_NUM,LOT_NUM,address,LabelField,source,LowAddress,HighAddres,StreetName,StreetType,SHAPE_area,SHAPE_len,X,full/partial
,240020,240020,240,020,635 CALIFORNIA ST,635,DBI,635,635,CALIFORNIA,ST,35462.26328,808.737505,0,full
,237020,237020,237,020, , , ,0,0, , ,5757.111949,341.97141,0,full
,242020,242020,242,020,770 STOCKTON ST,770,DBI,770,770,STOCKTON,ST,2300.113359,195.009662,0,full
,261017,261020,261,020,238 CALIFORNIA ST,238,DBI,238,238,CALIFORNIA,ST,44918.51914,1101.706502,0,full
,262020,262020,262,020,100 PINE ST,100,DBI,100,100,PINE,ST,15623.09735,532.654292,0,full
,265003,265020,265,020,1 PINE ST - UNIT 2104,1,DBI,1,1,PINE,ST,18080.73879,661.582933,0,full
,3710020,3710020,3710,020,333 MARKET ST,333,DBI,333,333,MARKET,ST,44264.15355,919.228199,0,full
,3717020,3717020,3717,020,180-182 HOWARD ST,180-182,DBI,180,182,HOWARD,ST,19097.68464,552.790223,0,full
,3709019,3709020,3709,020,50 FREMONT ST,50,DBI,50,50,FREMONT,ST,59235.29407,1100.738128,0,full
,3721020,3721020,3721,020,568 HOWARD ST,568,DBI,568,568,HOWARD,ST,7500.001467,350.000129,0,full
,3707020,3707020,3707,020,658-664 MISSION ST,658-664,DBI,658,664,MISSION,ST,4334.678281,268.679494,0,full
,3722020,3722020,3722,020,606-612 HOWARD ST,606-612,DBI,606,612,HOWARD,ST,9323.365109,467.847913,0,full
,3704020,3704020,3704,020,968 MISSION ST,968,DBI,968,968,MISSION,ST,4008.290941,370.663588,0,full
,3725020,3725020,3725,020,964 HOWARD ST,964,DBI,964,964,HOWARD,ST,2500.008024,222.500169,0,full
,3733020,3733020,3733,020,848-850 FOLSOM ST,848-850,DBI,848,850,FOLSOM,ST,5618.530198,392.868633,0,full
,3776020,3776020,3776,020,444-448 BRANNAN ST,444-448,DBI,444,448,BRANNAN,ST,3985.84467,259.646218,0,full
,3726020,3726020,3726,020,1050 HOWARD ST,1050,DBI,1050,1050,HOWARD,ST,4361.519972,276.948201,0,full
,3777020,3777020,3777,020,564 04TH ST,564,DBI,564,564,04TH,ST,2400.008403,220.000199,0,full
,3731020,3731020,3731,020,1048 FOLSOM ST,1048,DBI,1048,1048,FOLSOM,ST,2000.00258,210.000259,0,full
,3760020,3760020,3760,020,734 BRYANT ST,734,DBI,734,734,BRYANT,ST,2025.601178,222.139289,0,full
,3701020,3701020,3701,020,35 LASKIE ST,35,DBI,35,35,LASKIE,ST,3139.424381,253.198177,0,full
,3786020,3786020,3786,020,403 BLUXOME ST,403,DBI,403,403,BLUXOME,ST,5499.981758,331.666864,0,full
,3756020,3756020,3756,020,24 RINGOLD ST,24,DBI,24,24,RINGOLD,ST,1875.013512,200.001294,0,full
,3729020,3729020,3729,020,1278-1282 FOLSOM ST,1278-1282,DBI,1278,1282,FOLSOM,ST,4500.009619,280.000701,0,full
,117020,117020,117,020,548-566 COLUMBUS AV,548-566,DBI,548,566,COLUMBUS,AVE,1280.713437,168.654191,0,full
,130020,130020,130,020,778-780 VALLEJO ST,778-780,DBI,778,780,VALLEJO,ST,1375.075159,177.509862,0,full
,168005,168020,168,020,20 THE EMBARCADERO,20,ASSESSOR,20,20,THE EMBARCADERO, ,93129.01027,1200.516537,0,full
,171018,171020,171,020,3 DAVIS ST - UNIT 3,3,DBI,3,3,DAVIS,ST,83731.97698,1158.689842,0,full
,162020,162020,162,020,245-247 COLUMBUS AV,245-247,DBI,245,247,COLUMBUS,AVE,2895.012439,262.40497,0,full
,167010,167020,167,020,20 FRONT ST,20,DBI,20,20,FRONT,ST,89586.50248,1201.173781,0,full
,161020,161020,161,020,1216-1218 STOCKTON ST,1216-1218,DBI,1216,1218,STOCKTON,ST,1251.235791,172.804997,0,full
,177020,177020,177,020,20 BECKETT ST,20,DBI,20,20,BECKETT,ST,2100.001454,190.000319,0,full
,179020,179020,179,020,1230-1234 POWELL ST,1230-1234,DBI,1230,1234,POWELL,ST,1149.991306,154.999645,0,full
,202020,202020,202,020, , ,ASSESSOR,0,0, , ,34835.57592,826.936105,0,full
,204020,204020,204,020, , ,ASSESSOR,0,0, , ,44109.83382,1608.680534,0,full
,206018,206020,206,020,423 WASHINGTON ST - UNIT 301,423,DBI,423,423,WASHINGTON,ST,2785.444447,245.700032,0,full
,51020,51020,51,020,555 FRANCISCO ST,555,DBI,555,555,FRANCISCO,ST,2516.007744,201.594127,0,full
,50020,50020,50,020,651 FRANCISCO ST,651,DBI,651,651,FRANCISCO,ST,1030.753645,141.884038,0,full
,229020,229020,229,020,433 BATTERY ST,433,DBI,433,433,BATTERY,ST,15541.3373,517.066596,0,full
,63020,63020,63,020,2032-2034 POWELL ST,2032-2034,DBI,2032,2034,POWELL,ST,2578.17953,256.262734,0,full
,64020,64020,64,020,2118 MASON ST,2118,DBI,2118,2118,MASON,ST,1610.006457,186.000393,0,full
,505020,505020,505,020,1627 LOMBARD ST,1627,DBI,1627,1627,LOMBARD,ST,1549.121771,172.500181,0,full
,521020,521020,521,020,2854-2856 GOUGH ST,2854-2856,DBI,2854,2856,GOUGH,ST,2003.20585,212.526927,0,full
,546014,546020,546,020,2415 VAN NESS AV - UNIT 201,2415,DBI,2415,2415,VAN NESS,AVE,5519.851745,310.721984,0,full
,534020,534020,534,020,2284-2286 UNION ST,2284-2286,DBI,2284,2286,UNION,ST,1812.358339,182.990147,0,full
,550020,550020,550,020,2340 VAN NESS AV,2340,DBI,2340,2340,VAN NESS,AVE,5292.546311,301.367297,0,full
,558020,558020,558,020,2848 STEINER ST,2848,DBI,2848,2848,STEINER,ST,3665.702206,328.317523,0,full
,538020,538020,538,020,2353 UNION ST,2353,DBI,2353,2353,UNION,ST,3551.633264,326.660211,0,full
,539020,539020,539,020,2928 STEINER ST,2928,DBI,2928,2928,STEINER,ST,3078.121592,304.999858,0,full
,911020,911020,911,020,685 MARINA BL,685,DBI,685,685,MARINA,BLVD,3589.178345,258.243308,0,full
,910020,910020,910,020,727 MARINA BL,727,DBI,727,727,MARINA,BLVD,1750.699085,223.059374,0,full
,912009,912020,912,020,3825 SCOTT ST - UNIT 206,3825,DBI,3825,3825,SCOTT,ST,8699.545494,376.256615,0,full
,913020,913020,913,020,3712 DIVISADERO ST,3712,DBI,3712,3712,DIVISADERO,ST,2397.49815,241.799935,0,full
,915017,915020,915,020,2230 BEACH ST,2230,DBI,2230,2230,BEACH,ST,3235.034178,275.668929,0,full
,919016,919020,919,020,2101 BEACH ST - UNIT 105,2101,DBI,2101,2101,BEACH,ST,4380.006229,275.20014,0,full
,918020,918020,918,020,2227 BEACH ST,2227,DBI,2227,2227,BEACH,ST,4127.987646,335.199686,0,full
,921020,921020,921,020,2170 BAY ST,2170,DBI,2170,2170,BAY,ST,2534.379047,252.75039,0,full
,922020,922020,922,020,2280 BAY ST,2280,DBI,2280,2280,BAY,ST,1406.247273,149.999861,0,full
,923020,923020,923,020,3310 BAKER ST,3310,DBI,3310,3310,BAKER,ST,3750.003047,267.500166,0,full
,928020,928020,928,020,3442 DIVISADERO ST,3442,DBI,3442,3442,DIVISADERO,ST,2347.49275,237.799815,0,full
,926020,926020,926,020,3200 BAKER ST,3200,DBI,3200,3200,BAKER,ST,2279.51486,236.129606,0,full
,930020,930020,930,020,3212 BRODERICK ST,3212,DBI,3212,3212,BRODERICK,ST,2343.754291,237.500037,0,full
,931020,931020,931,020,3124 BAKER ST,3124,DBI,3124,3124,BAKER,ST,2277.598494,227.199948,0,full
,935020,935020,935,020,2441 CHESTNUT ST,2441,DBI,2441,2441,CHESTNUT,ST,3408.988355,322.719758,0,full
,943020,943020,943,020,2639 GREENWICH ST,2639,DBI,2639,2639,GREENWICH,ST,3425.354365,324.028959,0,full
,948020,948020,948,020,2835 FILBERT ST,2835,DBI,2835,2835,FILBERT,ST,3643.335417,327.968416,0,full
,947020,947020,947,020,2728 BAKER ST,2728,DBI,2728,2728,BAKER,ST,2500.001083,250.000098,0,full
,0418A020,0418A020,0418A,020,48 RICO WY,48,DBI,48,48,RICO,WAY,2520.04969,250.405115,0,full
,0417B020,0417B020,0417B,020,3824 SCOTT ST - UNIT 31,3824,DBI,3824,3824,SCOTT,ST,2754.642355,234.143201,0,full
,0439A020,0439A020,0439A,020,132 CERVANTES BL,132,DBI,132,132,CERVANTES,BLVD,2500.004738,250.000689,0,full
,0436C020,0436C020,0436C,020,265 MARINA BL,265,DBI,265,265,MARINA,BLVD,3004.957968,260.330489,0,full
,0440A020,0440A020,0440A,020,45 PRADO ST,45,DBI,45,45,PRADO,ST,2434.172266,248.683942,0,full
,0419A020,0419A020,0419A,020,377 MARINA BL,377,DBI,377,377,MARINA,BLVD,3892.021157,260.025412,0,full
,0445A020,0445A020,0445A,020,3642 WEBSTER ST,3642,DBI,3642,3642,WEBSTER,ST,2499.78131,249.9824,0,full
,0460A020,0460A020,0460A,020,3550 WEBSTER ST,3550,DBI,3550,3550,WEBSTER,ST,2500.00592,250.000131,0,full
,4.36E+22,4.36E+22,0436E,020,3670 FILLMORE ST,3670,DBI,3670,3670,FILLMORE,ST,5000.007466,300.000085,0,full
,0441A020,0441A020,0441A,020,3616-3618 SCOTT ST,3616-3618,DBI,3616,3618,SCOTT,ST,2507.357572,250.588855,0,full
,0442A020,0442A020,0442A,020,3538-3540 PIERCE ST,3538-3540,DBI,3538,3540,PIERCE,ST,2658.418879,248.79265,0,full
,0441B020,0441B020,0441B,020,236 AVILA ST,236,DBI,236,236,AVILA,ST,2507.796266,250.62386,0,full
,0463A020,0463A020,0463A,020,3440 PIERCE ST,3440,DBI,3440,3440,PIERCE,ST,2992.364191,291.529406,0,full
,0464A020,0464A020,0464A,020,140 AVILA ST,140,DBI,140,140,AVILA,ST,2500.013358,250.001286,0,full
,0462A020,0462A020,0462A,020,206-208 MALLORCA WY,206-208,DBI,206,208,MALLORCA,WAY,2506.416457,250.513466,0,full
,0465A020,0465A020,0465A,020,3424-3426 SCOTT ST,3424-3426,DBI,3424,3426,SCOTT,ST,2498.464947,249.877874,0,full
,0466A020,0466A020,0466A,020,60 TOLEDO WY,60,DBI,60,60,TOLEDO,WAY,2530.062327,251.963393,0,full
,491020,491020,491,020,3342-3344 STEINER ST,3342-3344,DBI,3342,3344,STEINER,ST,2500.000369,250.000114,0,full
,0467A020,0467A020,0467A,020,3431-3433 FILLMORE ST,3431-3433,DBI,3431,3433,FILLMORE,ST,2600.012544,252.000869,0,full
,0488A020,0488A020,0488A,020,44 AVILA ST,44,DBI,44,44,AVILA,ST,2500.002484,250.000652,0,full
,493020,493020,493,020,116-118 MAGNOLIA ST,116-118,DBI,116,118,MAGNOLIA,ST,1649.999865,175.000104,0,full
,492020,492020,492,020,1941 CHESTNUT ST,1941,DBI,1941,1941,CHESTNUT,ST,2163.407177,223.07264,0,full
,39020,39020,39,020,2130 STOCKTON ST,2130,DBI,2130,2130,STOCKTON,ST,9756.128569,399.806211,0,full
,40020,40020,40,020,225 BAY ST - UNIT 1,225,DBI,225,225,BAY,ST,5996.38367,360.345306,0,full
,3773010,3773020,3773,020, , , ,0,0, , ,112327.2148,1529.082702,0,full
,4022019,4022020,4022,020,2812 19TH ST,2812,DBI,2812,2812,19TH,ST,1875.005631,200.000459,0,full
,4082016,4082020,4082,020,730 FLORIDA ST - UNIT 5,730,DBI,730,730,FLORIDA,ST,10000.01623,400.00027,0,full
,4645019,4645020,4645,020,828 INNES AV - UNIT 111,828,DBI,828,828,INNES,AVE,7499.997556,350.000124,0,full
,4025015,4025020,4025,020,633 HAMPSHIRE ST - UNIT 6,633,DBI,633,633,HAMPSHIRE,ST,2500.023094,250.001531,0,full
,934020,934020,934,020,3030 BAKER ST,3030,DBI,3030,3030,BAKER,ST,2477.456393,255.807506,0,full
,3782011,3782020,3782,020,670 08TH ST - UNIT 10,670,DBI,670,670,08TH,ST,10880.16003,479.669751,0,full
,871017,871020,871,020,77 WALLER ST,77,DBI,77,77,WALLER,ST,4688.558453,298.380665,0,full
,3793005,3793020,3793,020,88 KING ST - UNIT 124,88,DBI,88,88,KING,ST,82156.76639,1147.29207,0,full
,3967005,3967020,3967,020,320 ALABAMA ST - UNIT 16,320,DBI,320,320,ALABAMA,ST,17385.50754,528.36447,0,full
,3714020,3714020,3714,020,2 MISSION ST,2,DBI,2,2,MISSION,ST,6246.091739,489.524483,0,full
,8708009,8708020,8708,020,255 BERRY ST - UNIT 112,255,DBI,255,255,BERRY,ST,42959.2515,836.38014,0,full
,8706011,8706020,8706,020, , , ,0,0, , ,60740.05961,1053.20019,0,full
,4936020,4936020,4936,020,900 GILMAN AV - UNIT 1,900,DBI,900,900,GILMAN,AVE,18200.00577,564.000138,0,full
,920020,920020,920,020,3615 SCOTT ST,3615,DBI,3615,3615,SCOTT,ST,2194.372168,225.550157,0,full
,174012,174020,174,020,350 JACKSON ST - UNIT 501,350,DBI,350,350,JACKSON,ST,6302.186006,366.675177,0,full
,8702011,8702020,8702,020,250 KING ST - UNIT 418,250,DBI,250,250,KING,ST,213232.0653,2153.879992,0,full
,3771004,3771020,3771,020,501 BEALE ST - UNIT 5E,501,DBI,501,501,BEALE,ST,22593.99976,602.000131,0,full
,8711020,8711020,8711,020, SITUS TO BE ASSIGNED, ,ASSESSOR,0,0,SITUS TO BE ASSIGNED, ,49430.6789,909.493593,0,full
,260017,260020,260,020,201 SANSOME ST - UNIT 202,201,DBI,201,201,SANSOME,ST,5875.737822,309.303244,0,full
,4021002,4021020,4021,020,601 ALABAMA ST - UNIT 207,601,DBI,601,601,ALABAMA,ST,79413.95917,1195.047121,0,full
,1215017,1215020,1215,020,1275 FELL ST - UNIT 201,1275,DBI,1275,1275,FELL,ST,49212.88313,905.538775,0,full
,8707009,8707020,8707,020,325 BERRY ST - UNIT 112,325,DBI,325,325,BERRY,ST,41654.24993,822.000008,0,full
,8720018,8720020,8720,020,330 MISSION BAY BLVD - UNIT 103,330,ASSESSOR,330,330,MISSION BAY,BLVD,58214.76982,973.380108,0,full
,166009,166020,166,020,733 FRONT ST - UNIT 210,733,DBI,733,733,FRONT,ST,20241.06168,569.416028,0,full
,3800006,3800020,3800,020,530 BERRY ST,530,DBI,530,530,BERRY,ST,95280.39555,1367.57091,0,full
,31007,31020,31,020,2351 POWELL ST - UNIT 313,2351,DBI,2351,2351,POWELL,ST,113329.9516,1374.343629,0,full
,8704008,8704020,8704,020,300 BERRY ST,300,DBI,300,300,BERRY,ST,41860.8181,832.480134,0,full
,4832020,4832020,4832,020,1360 INGALLS ST,1360,DBI,1360,1360,INGALLS,ST,4040.000211,281.999986,0,full
,3719020,3719020,3719,020,301 MISSION ST - UNIT C102,301,DBI,301,301,MISSION,ST,50667.05179,918.384928,0,full
,571018,571020,571,020,1573 VALLEJO ST,1573,DBI,1573,1573,VALLEJO,ST,2846.668294,270.974269,0,full
,342018,342020,342,020, , , ,0,0, , ,19675.80621,576.430731,0,full
,8709020,8709020,8709,020,1600 OWENS ST,1600,DBI,1600,1600,OWENS,ST,72196.77601,1196.230553,0,full
,3735A001,3735A020,3735A,020,645 HOWARD ST,645,DBI,645,645,HOWARD,ST,12409.49397,545.837984,0,full
,7046021,7046021,7046,021, , ,ASSESSOR,0,0, , ,12953.27084,487.272368,0,full
,7063021,7063021,7063,021, , ,ASSESSOR,0,0, , ,11781.82269,462.474169,0,full
,4918021,4918021,4918,021, V, ,ASSESSOR,0,0,V, ,4576.035928,283.042317,0,full
,4808021,4808021,4808,021,1340 UNDERWOOD AV,1340,DBI,1340,1340,UNDERWOOD,AVE,7500.003809,350.000123,0,full
,4807021,4807021,4807,021,1289 THOMAS AV,1289,DBI,1289,1289,THOMAS,AVE,2496.980369,249.758185,0,full
,4828021,4828021,4828,021,2111 JENNINGS ST,2111,DBI,2111,2111,JENNINGS,ST,7447.713588,349.04205,0,full
,4848017,4848021,4848,021,1555 YOSEMITE AV - UNIT 6,1555,DBI,1555,1555,YOSEMITE,AVE,121130.753,1605.561203,0,full
,4827021,4827021,4827,021,1370 WALLACE AV,1370,DBI,1370,1370,WALLACE,AVE,6176.564813,474.436749,0,full
,4852021,4852021,4852,021, V, ,ASSESSOR,0,0,V, ,4599.515407,280.882174,0,full
,4805021,4805021,4805,021,967 THOMAS AV,967,DBI,967,967,THOMAS,AVE,5016.449756,300.658008,0,full
,6922021,6922021,6922,021,776 VICTORIA ST,776,DBI,776,776,VICTORIA,ST,4924.898522,303.337783,0,full
,6919021,6919021,6919,021,150 BORICA ST,150,DBI,150,150,BORICA,ST,5962.429008,337.33638,0,full
,6917A021,6917A021,6917A,021,64 ENTRADA CT,64,DBI,64,64,ENTRADA,CT,7572.83701,361.566859,0,full
,6920021,6920021,6920,021,144 CORONA ST,144,DBI,144,144,CORONA,ST,5745.652897,337.314498,0,full
,6921021,6921021,6921,021,142 DE SOTO ST,142,DBI,142,142,DE SOTO,ST,6357.66389,346.325431,0,full
,5827021,5827021,5827,021, V, ,ASSESSOR,0,0,V, ,1750.00207,190.000137,0,full
,4652021,4652021,4652,021,201 MIDDLE POINT RD,201,DBI,201,201,MIDDLE POINT,RD,2625.024315,220.001909,0,full
,4621021,4621021,4621,021, , ,ASSESSOR,0,0, , ,22356.3941,622.155931,0,full
,7274021,7274021,7274,021,245 COUNTRY CLUB DR,245,DBI,245,245,COUNTRY CLUB,DR,3201.303994,256.178103,0,full
,7273021,7273021,7273,021,311 LAKESHORE DR,311,DBI,311,311,LAKESHORE,DR,3022.088168,246.705874,0,full
,4570021,4570021,4570,021, , ,ASSESSOR,0,0, , ,4274.619992,2855.745953,0,full
,5513021,5513021,5513,021,700 PRECITA AV,700,DBI,700,700,PRECITA,AVE,3106.761866,301.270593,0,full
,5559021,5559021,5559,021,185-201 BAY SHORE BL,185-201,DBI,185,201,BAY SHORE,BLVD,36859.26888,785.735007,0,full
,5572021,5572021,5572,021,330 BARNEVELD AV,330,DBI,330,330,BARNEVELD,AVE,2842.439161,220.343954,0,full
,5215021,5215021,5215,021,1680 DAVIDSON AV,1680,DBI,1680,1680,DAVIDSON,AVE,55785.60004,937.570189,0,full
,5230021,5230021,5230,021,120 NAPOLEON ST,120,DBI,120,120,NAPOLEON,ST,48881.32305,1279.479419,0,full
,5250021,5250021,5250,021, , ,ASSESSOR,0,0, , ,36772.29583,1177.65987,0,full
,5226021,5226021,5226,021,1463 DAVIDSON AV,1463,DBI,1463,1463,DAVIDSON,AVE,5021.047608,300.84244,0,full
,5242021,5242021,5242,021,3900 03RD ST,3900,DBI,3900,3900,03RD,ST,2309.25332,241.874109,0,full
,5254021,5254021,5254,021,1541-1555 GALVEZ AV,1541-1555,DBI,1541,1555,GALVEZ,AVE,2565.385942,253.198835,0,full
,7505021,7505021,7505,021,30 AMETHYST WY,30,DBI,30,30,AMETHYST,WAY,4097.724512,346.259328,0,full
,2169021,2169021,2169,021,2108 GREAT HY,2108,DBI,2108,2108,GREAT,HWY,2098.143824,217.884624,0,full
,4228018,4228021,4228,021,1099 23RD ST - UNIT 4,1099,DBI,1099,1099,23RD,ST,10178.41347,403.565922,0,full
,2084021,2084021,2084,021,1830-1832 48TH AV,1830-1832,DBI,1830,1832,48TH,AVE,2977.979929,288.238737,0,full
,2085021,2085021,2085,021,1883 48TH AV,1883,DBI,1883,1883,48TH,AVE,2092.566795,217.405213,0,full
,2086021,2086021,2086,021,4400 PACHECO ST,4400,DBI,4400,4400,PACHECO,ST,1300.725517,159.205688,0,full
,4343021,4343021,4343,021,250 NAPOLEON ST,250,DBI,250,250,NAPOLEON,ST,43372.64613,839.180763,0,full
,2002021,2002021,2002,021,1783 47TH AV,1783,DBI,1783,1783,47TH,AVE,2152.457589,222.196907,0,full
,2001021,2001021,2001,021,1795 48TH AV,1795,DBI,1795,1795,48TH,AVE,1437.499688,164.999877,0,full
,3617021,3617021,3617,021,3364-3366 22ND ST,3364-3366,DBI,3364,3366,22ND,ST,2849.991308,277.999968,0,full
,3632021,3632021,3632,021,155-159 FAIR OAKS ST,155-159,DBI,155,159,FAIR OAKS,ST,3590.254747,296.42671,0,full
,1893021,1893021,1893,021,4128 LAWTON ST,4128,DBI,4128,4128,LAWTON,ST,2465.047291,247.203672,0,full
,1894021,1894021,1894,021,4236 LAWTON ST,4236,DBI,4236,4236,LAWTON,ST,2214.876952,223.043825,0,full
,1896021,1896021,1896,021,4116 MORAGA ST,4116,DBI,4116,4116,MORAGA,ST,3124.99446,262.499846,0,full
,1895021,1895021,1895,021,1685 48TH AV,1685,DBI,1685,1685,48TH,AVE,2849.999281,277.999977,0,full
,4023006,4023021,4023,021,2711 18TH ST - UNIT 28,2711,DBI,2711,2711,18TH,ST,9875.198609,397.499321,0,full
,4015009,4015021,4015,021,2600 18TH ST - UNIT 14,2600,DBI,2600,2600,18TH,ST,10320.07196,425.202692,0,full
,4083008,4083021,4083,021,2301 HARRISON ST - UNIT 306,2301,DBI,2301,2301,HARRISON,ST,6008.943253,330.0774,0,full
,4086021,4086021,4086,021,861 FLORIDA ST,861,DBI,861,861,FLORIDA,ST,2496.588972,249.727443,0,full
,4081019,4081021,4081,021,755 FLORIDA ST - UNIT 3,755,DBI,755,755,FLORIDA,ST,2908.003149,258.160281,0,full
,4107021,4107021,4107,021,917-919 MINNESOTA ST,917-919,DBI,917,919,MINNESOTA,ST,3350.004486,267.000254,0,full
,4168015,4168021,4168,021,701 PENNSYLVANIA AV - UNIT 7,701,DBI,701,701,PENNSYLVANIA,AVE,7568.727237,424.253115,0,full
,4171021,4171021,4171,021,1168 TENNESSEE ST,1168,DBI,1168,1168,TENNESSEE,ST,58082.95851,1234.882121,0,full
,1806021,1806021,1806,021,1460 48TH AV,1460,DBI,1460,1460,48TH,AVE,4499.989559,314.999599,0,full
,1805021,1805021,1805,021,4418 KIRKHAM ST,4418,DBI,4418,4418,KIRKHAM,ST,1562.50016,175.000015,0,full
,2696021,2696021,2696,021,271 COLLINGWOOD ST,271,DBI,271,271,COLLINGWOOD,ST,2714.890696,252.446343,0,full
,3950019,3950021,3950,021,999 16TH ST - UNIT 3,999,DBI,999,999,16TH,ST,10169.79824,403.416696,0,full
,3994015,3994021,3994,021,610 ILLINOIS ST - UNIT 202,610,DBI,610,610,ILLINOIS,ST,4992.553349,290.850127,0,full
,1803021,1803021,1803,021,1392 LA PLAYA,1392,ASSESSOR,1392,1392,LA PLAYA, ,1984.041567,184.708398,0,full
,1703021,1703021,1703,021,4624-4626 IRVING ST,4624-4626,DBI,4624,4626,IRVING,ST,2499.991872,249.999897,0,full
,1702021,1702021,1702,021,4727 LINCOLN WY,4727,DBI,4727,4727,LINCOLN,WAY,2500.009304,250.000725,0,full
,3572021,3572021,3572,021,2741 16TH ST,2741,DBI,2741,2741,16TH,ST,40383.33395,1251.174125,0,full
,3569021,3569021,3569,021,17-23 HOFF ST,17-23,DBI,17,23,HOFF,ST,4268.236566,287.249566,0,full
,3573015,3573021,3573,021,400 TREAT AV - UNIT 2G,400,DBI,400,400,TREAT,AVE,23515.71213,703.971394,0,full
,3576021,3576021,3576,021,21 MISSION ST,21,DBI,21,21,MISSION,ST,4056.848681,374.548225,0,full
,3574021,3574021,3574,021,3230-3232 18TH ST,3230-3232,DBI,3230,3232,18TH,ST,2352.554117,244.04629,0,full
,3589021,3589021,3589,021,3422-3524 19TH ST,3422-3524,DBI,3422,3524,19TH,ST,2563.660178,230.910733,0,full
,3590021,3590021,3590,021,2297 19TH ST,2297,DBI,2297,2297,19TH,ST,2400.001501,219.999999,0,full
,3587021,3587021,3587,021,3638-3642 19TH ST,3638-3642,DBI,3638,3642,19TH,ST,3000.000312,260.000074,0,full
,1203021,1203021,1203,021,528 DIVISADERO ST,528,DBI,528,528,DIVISADERO,ST,2917.008683,276.857992,0,full
,1204021,1204021,1204,021,406-410 BRODERICK ST,406-410,DBI,406,410,BRODERICK,ST,2656.244693,262.499917,0,full
,1205021,1205021,1205,021,312-3120 BAKER ST,312-3120,DBI,312,3120,BAKER,ST,5000.000709,300.000075,0,full
,1217021,1217021,1217,021,312 DIVISADERO ST,312,DBI,312,312,DIVISADERO,ST,2647.427547,261.794812,0,full
,1692009,1692021,1692,021,875 LA PLAYA  - UNIT 271,875,ASSESSOR,875,875,LA PLAYA, ,23065.9634,607.959877,0,full
,3509021,3509021,3509,021,12 GRACE ST,12,DBI,12,12,GRACE,ST,2765.983657,271.279546,0,full
,3510021,3510021,3510,021,169-179 11TH ST,169-179,DBI,169,179,11TH,ST,5631.220502,300.16588,0,full
,3517021,3517021,3517,021,69-71 KISSLING ST,69-71,DBI,69,71,KISSLING,ST,1574.999706,185.000068,0,full
,3525021,3525021,3525,021,291-295 DORE ST,291-295,DBI,291,295,DORE,ST,2484.645656,229.355116,0,full
,3532021,3532021,3532,021,1463 STEVENSON ST,1463,DBI,1463,1463,STEVENSON,ST,7477.012264,362.26862,0,full
,3502021,3502021,3502,021,128-130 DUBOCE AV,128-130,DBI,128,130,DUBOCE,AVE,1875.009335,200.000367,0,full
,3526021,3526021,3526,021,359 DORE ST,359,DBI,359,359,DORE,ST,4108.641625,265.82564,0,full
,3533021,3533021,3533,021,460 14TH ST,460,DBI,460,460,14TH,ST,2417.831902,243.426653,0,full
,3550021,3550021,3550,021,41 14TH ST,41,DBI,41,41,14TH,ST,38552.50912,1288.706982,0,full
,3546021,3546021,3546,021,473-475 14TH ST,473-475,DBI,473,475,14TH,ST,3731.990118,322.999864,0,full
,3537021,3537021,3537,021,726-732 14TH ST,726-732,DBI,726,732,14TH,ST,2499.991829,249.999829,0,full
,3547021,3547021,3547,021,40 JULIAN AV,40,DBI,40,40,JULIAN,AVE,2502.597942,250.207483,0,full
,3544021,3544021,3544,021,67 LANDERS ST,67,DBI,67,67,LANDERS,ST,3124.997683,300.00006,0,full
,856021,856021,856,021,119 HAIGHT ST,119,DBI,119,119,HAIGHT,ST,5155.170979,349.942192,0,full
,848021,848021,848,021,332-334 STEINER ST,332-334,DBI,332,334,STEINER,ST,3514.07838,326.177272,0,full
,847021,847021,847,021,694-698 HAIGHT ST,694-698,DBI,694,698,HAIGHT,ST,2500.006093,250.000134,0,full
,3552021,3552021,3552,021,453-457 SOUTH VAN NESS AV,453-457,DBI,453,457,SOUTH VAN NESS,AVE,3726.220016,308.414117,0,full
,814021,814021,814,021,125 HAYES ST,125,DBI,125,125,HAYES,ST,4269.490353,353.759346,0,full
,853021,853021,853,021, , ,ASSESSOR,0,0, , ,13200.00777,460.000166,0,full
,845021,845021,845,021,330 SCOTT ST,330,DBI,330,330,SCOTT,ST,2656.249018,262.499943,0,full
,3779021,3779021,3779,021,778 BRANNAN ST,778,DBI,778,778,BRANNAN,ST,2396.066125,219.737792,0,full
,237020,237021,237,021, , , ,0,0, , ,5757.111949,341.97141,0,full
,242021,242021,242,021,887 SACRAMENTO ST,887,DBI,887,887,SACRAMENTO,ST,1150.055358,155.00762,0,full
,262021,262021,262,021,201 CALIFORNIA ST,201,DBI,201,201,CALIFORNIA,ST,17668.85233,568.142024,0,full
,265003,265021,265,021,1 PINE ST - UNIT 2105,1,DBI,1,1,PINE,ST,18080.73879,661.582933,0,full
,3716021,3716021,3716,021,101-121 SPEAR ST,101-121,DBI,101,121,SPEAR,ST,150697.4078,1648.981387,0,full
,3717021,3717021,3717,021,150 SPEAR ST,150,DBI,150,150,SPEAR,ST,19028.05583,551.776169,0,full
,3768021,3768021,3768,021,38 BRYANT ST,38,DBI,38,38,BRYANT,ST,32016.72902,826.696558,0,full
,3707021,3707021,3707,021,666 MISSION ST,666,DBI,666,666,MISSION,ST,7110.483422,358.764021,0,full
,3704021,3704021,3704,021,972-976 MISSION ST,972-976,DBI,972,976,MISSION,ST,12344.39329,474.634286,0,full
